  时间         温度    气压     湿度       高度      经度        纬度     位势高度
  734.445      18.7    716.7    19.2      2820.6  100.369413  41.326965      0
  735.397      18.7    716.2    19.1      2826.5  100.369474  41.326924      0
  736.380      18.7    715.9    19.3      2830.9  100.369536  41.326897      0
  737.331      18.7    715.4    19.0      2837.4  100.369591  41.326883      0
  738.299      18.6    714.8    19.0      2844.2  100.369652  41.326894      0
  739.266      18.5    714.5    19.3      2849.9  100.369693  41.326924      0
  740.233      18.5    714.0    19.7      2856.2  100.369734  41.326938      0
  741.200      18.4    713.5    19.2      2862.9  100.369755  41.326924      0
  742.167      18.4    713.0    19.7      2867.5  100.369775  41.326880      0
  743.135      18.4    712.7    19.5      2872.2  100.369809  41.326818      0
  744.069      18.2    711.7    20.2      2884.1  100.369953  41.326764      0
  745.036      18.1    711.5    19.6      2889.6  100.370028  41.326774      0
  746.003      18.1    710.9    19.8      2896.3  100.370082  41.326815      0
  747.971      18.0    710.4    19.6      2896.3  100.370082  41.326815      0
  748.938      17.9    709.9    19.3      2902.1  100.370103  41.326853      0
  749.905      17.9    709.3    20.0      2909.0  100.370110  41.326870      0
  750.857      17.9    708.9    19.5      2914.3  100.370151  41.326873      0
  751.839      17.9    708.6    20.6      2919.5  100.370205  41.326863      0
  752.791      17.7    708.0    20.4      2925.7  100.370294  41.326846      0
  753.758      17.9    709.8    19.9      2929.7  100.370410  41.326836      0
  754.725      17.6    707.0    20.4      2936.4  100.370506  41.326839      0
  755.693      17.6    706.5    20.2      2943.7  100.370560  41.326856      0
  756.660      17.5    706.0    20.5      2950.5  100.370567  41.326866      0
  757.627      17.5    705.6    20.5      2955.9  100.370554  41.326863      0
  758.594      17.5    705.2    20.6      2960.1  100.370547  41.326839      0
  759.561      17.4    704.7    20.5      2966.2  100.370554  41.326788      0
  760.529      17.4    704.2    20.6      2970.7  100.370601  41.326730      0
  761.480      17.3    704.0    20.0      2975.0  100.370677  41.326682      0
  762.463      17.2    703.5    20.5      2980.7  100.370765  41.326661      0
  763.415      17.2    703.1    21.1      2986.7  100.370834  41.326668      0
  764.397      17.2    702.6    20.5      2991.6  100.370881  41.326692      0
  765.349      17.2    702.1    21.0      2998.5  100.370888  41.326692      0
  766.332      17.1    701.6    20.7      3004.7  100.370875  41.326668      0
  767.283      17.0    701.2    20.9      3008.4  100.370861  41.326627      0
  768.251      17.0    700.8    20.8      3014.5  100.370847  41.326586      0
  769.218      17.0    700.2    21.1      3020.6  100.370854  41.326562      0
  770.185      16.9    699.6    21.4      3027.1  100.370888  41.326555      0
  771.152      16.8    699.1    21.1      3033.8  100.370963  41.326552      0
  772.087      16.7    698.2    21.5      3045.5  100.371141  41.326525      0
  773.054      16.7    698.1    21.8      3046.8  100.371243  41.326501      0
  774.021      16.6    697.6    21.6      3052.7  100.371325  41.326504      0
  775.988      16.6    697.1    22.0      3058.4  100.371380  41.326525      0
  776.955      16.5    696.7    21.5      3058.4  100.371380  41.326525      0
  777.923      16.4    696.2    21.8      3064.2  100.371401  41.326545      0
  778.874      16.5    695.8    21.9      3069.1  100.371407  41.326552      0
  779.857      16.4    695.5    22.1      3073.3  100.371394  41.326535      0
  780.809      16.3    694.9    22.3      3079.2  100.371366  41.326504      0
  781.791      16.3    694.4    22.5      3084.8  100.371346  41.326456      0
  782.743      16.3    694.1    22.1      3091.0  100.371360  41.326398      0
  783.726      16.3    693.7    22.0      3103.3  100.371435  41.326405      0
  784.677      16.3    693.4    22.4      3108.8  100.371489  41.326385      0
  785.645      16.2    692.7    22.0      3113.0  100.371524  41.326385      0
  786.612      16.2    692.3    22.4      3119.6  100.371544  41.326405      0
  787.579      16.2    691.8    22.6      3125.8  100.371565  41.326426      0
  788.546      16.1    691.4    22.4      3129.1  100.371626  41.326429      0
  789.513      16.2    691.1    23.3      3137.3  100.371687  41.326426      0
  790.481      16.2    690.4    23.4      3139.0  100.371790  41.326395      0
  791.448      16.1    690.1    22.7      3147.2  100.371845  41.326361      0
  792.415      16.1    689.6    23.2      3151.6  100.371886  41.326330      0
  793.382      16.0    689.2    23.5      3158.0  100.371899  41.326327      0
  794.334      15.6    688.7    23.8      3163.6  100.371913  41.326354      0
  795.317      15.3    688.3    23.8      3168.7  100.371940  41.326395      0
  796.268      15.2    687.9    23.6      3173.2  100.371988  41.326415      0
  798.203      15.5    687.1    23.3      3181.5  100.372097  41.326374      0
  799.170      15.4    687.0    23.6      3184.5  100.372152  41.326340      0
  800.137      15.5    686.6    23.8      3189.7  100.372213  41.326310      0
  801.071      15.4    685.5    24.3      3200.7  100.372316  41.326327      0
  802.039      15.2    685.1    23.9      3208.0  100.372357  41.326344      0
  803.006      15.3    684.6    23.9      3213.9  100.372391  41.326330      0
  804.973      15.2    684.3    24.4      3219.7  100.372411  41.326286      0
  805.940      15.2    683.9    24.0      3219.7  100.372411  41.326286      0
  806.907      14.9    683.5    24.5      3222.0  100.372411  41.326221      0
  807.875      14.8    683.0    24.5      3225.8  100.372418  41.326170      0
  808.842      14.8    682.6    24.6      3231.3  100.372459  41.326152      0
  809.809      14.7    682.1    24.5      3235.4  100.372521  41.326149      0
  810.776      14.8    681.8    24.8      3241.8  100.372623  41.326152      0
  811.728      14.8    681.4    24.8      3246.7  100.372719  41.326132      0
  812.695      14.8    680.9    24.6      3252.8  100.372773  41.326125      0
  813.662      14.7    680.4    24.9      3258.9  100.372808  41.326122      0
  814.629      14.7    680.0    24.9      3263.9  100.372814  41.326142      0
  815.597      14.5    679.7    25.2      3268.6  100.372794  41.326132      0
  816.564      14.4    679.2    25.2      3276.3  100.372773  41.326129      0
  817.531      14.4    678.6    25.2      3283.2  100.372780  41.326088      0
  818.498      14.5    678.0    25.4      3290.2  100.372828  41.326043      0
  819.465      14.4    677.7    25.7      3295.7  100.372917  41.325999      0
  820.433      14.4    677.3    25.4      3301.4  100.373026  41.325971      0
  821.400      14.2    676.9    25.7      3305.3  100.373135  41.325982      0
  822.367      14.0    676.5    25.6      3304.7  100.373211  41.326043      0
  823.319      13.9    676.0    25.5      3313.4  100.373299  41.326050      0
  824.301      13.9    675.6    25.7      3320.6  100.373361  41.326030      0
  825.253      14.0    675.1    26.5      3328.0  100.373395  41.325992      0
  826.220      13.9    674.8    25.8      3331.3  100.373409  41.325937      0
  827.187      13.8    674.5    25.7      3338.8  100.373395  41.325893      0
  828.155      13.6    673.9    26.2      3343.5  100.373368  41.325859      0
  829.122      13.4    673.4    26.4      3349.9  100.373347  41.325849      0
  830.056      13.3    672.5    26.7      3361.9  100.373429  41.325879      0
  831.023      13.4    672.0    26.8      3366.9  100.373538  41.325879      0
  832.991      13.3    671.7    26.6      3371.8  100.373661  41.325862      0
  833.958      13.2    671.2    26.5      3371.8  100.373661  41.325862      0
  834.909      13.1    670.5    26.8      3378.0  100.373784  41.325818      0
  835.892      13.1    670.2    26.9      3384.4  100.373880  41.325753      0
  836.844      13.1    669.8    27.3      3390.9  100.373941  41.325691      0
  837.827      13.0    669.4    27.1      3397.0  100.373969  41.325644      0
  838.778      12.9    669.0    27.4      3401.3  100.373962  41.325613      0
  839.745      12.8    668.5    27.3      3405.0  100.373928  41.325599      0
  840.713      12.8    667.8    27.0      3412.0  100.373907  41.325579      0
  841.680      12.9    667.4    27.2      3418.2  100.373921  41.325548      0
  842.647      13.1    667.0    27.3      3423.7  100.373962  41.325528      0
  843.614      13.1    666.4    27.1      3427.7  100.374023  41.325521      0
  844.581      13.0    666.1    27.8      3434.2  100.374085  41.325531      0
  845.549      12.9    665.6    27.8      3440.0  100.374160  41.325548      0
  846.516      12.8    665.0    28.2      3448.3  100.374242  41.325551      0
  847.483      12.9    664.6    27.3      3456.4  100.374290  41.325541      0
  848.450      12.8    664.2    28.1      3460.5  100.374317  41.325524      0
  849.417      12.8    663.7    28.0      3467.9  100.374297  41.325510      0
  850.385      12.6    663.2    28.1      3472.3  100.374262  41.325500      0
  851.352      12.4    662.7    28.0      3478.3  100.374221  41.325504      0
  852.319      12.2    662.2    28.0      3486.3  100.374221  41.325521      0
  853.271      12.2    661.7    28.6      3490.7  100.374256  41.325538      0
  854.254      12.3    661.3    28.8      3499.6  100.374297  41.325534      0
  855.252      12.4    660.7    28.8      3504.0  100.374344  41.325510      0
  856.172      12.4    660.4    28.6      3509.1  100.374392  41.325463      0
  857.140      12.2    659.9    28.7      3513.8  100.374447  41.325408      0
  858.074      12.2    658.8    29.0      3528.6  100.374577  41.325370      0
  859.041      12.2    658.4    29.4      3534.9  100.374611  41.325401      0
  860.008      12.1    657.9    29.0      3540.1  100.374624  41.325439      0
  861.976      11.8    657.4    29.5      3545.4  100.374611  41.325469      0
  862.943      11.6    656.9    29.3      3545.4  100.374611  41.325469      0
  863.910      11.4    656.4    29.4      3551.7  100.374577  41.325480      0
  864.877      11.3    655.8    29.7      3559.9  100.374542  41.325456      0
  865.844      11.2    655.2    29.7      3567.5  100.374542  41.325408      0
  866.812      11.2    654.6    30.1      3568.5  100.374583  41.325388      0
  867.779      11.4    654.3    30.0      3581.6  100.374652  41.325329      0
  868.730      11.6    653.8    30.3      3585.9  100.374720  41.325340      0
  869.713      11.4    653.3    30.2      3594.5  100.374754  41.325374      0
  870.665      11.1    652.7    30.5      3600.3  100.374788  41.325398      0
  871.632      10.9    652.1    30.0      3609.0  100.374782  41.325418      0
  872.599      10.9    651.5    30.7      3616.0  100.374795  41.325398      0
  873.566      10.9    651.0    31.1      3624.4  100.374829  41.325347      0
  874.534      10.8    650.6    30.3      3628.7  100.374898  41.325299      0
  875.501      10.7    650.1    30.9      3636.6  100.374993  41.325254      0
  876.468      10.8    649.6    30.9      3633.3  100.375062  41.325275      0
  877.435      10.7    649.1    31.1      3651.5  100.375178  41.325261      0
  878.402      10.5    648.6    31.0      3657.6  100.375239  41.325285      0
  879.370      10.5    648.3    31.7      3666.8  100.375273  41.325343      0
  880.337      10.4    647.7    31.7      3672.0  100.375301  41.325384      0
  881.304      10.3    647.3    31.1      3679.0  100.375355  41.325422      0
  882.302      10.3    646.8    31.9      3686.4  100.375444  41.325432      0
  883.238      10.4    646.2    31.7      3693.0  100.375547  41.325415      0
  884.190      10.4    645.8    31.4      3699.0  100.375642  41.325374      0
  885.157      10.5    645.4    31.7      3706.0  100.375690  41.325336      0
  886.124      10.5    644.6    31.9      3712.4  100.375697  41.381262      0
  887.059       9.9    643.7    31.6      3723.6  100.375656  41.325340      0
  888.026       9.8    643.3    32.1      3731.0  100.375642  41.325370      0
  889.993       9.7    642.8    32.5      3736.9  100.375663  41.325398      0
  890.960       9.7    642.5    32.9      3736.9  100.375663  41.325398      0
  891.912       9.7    642.0    32.5      3741.0  100.375731  41.325418      0
  892.895       9.9    641.6    32.8      3745.7  100.375827  41.325428      0
  893.862       9.8    641.3    32.8      3748.1  100.375943  41.325422      0
  894.829      10.0    640.8    32.7      3758.4  100.375997  41.325432      0
  895.796      10.0    640.4    32.9      3764.2  100.376031  41.325435      0
  896.748       9.9    639.9    32.9      3772.5  100.376059  41.325418      0
  897.731       9.7    639.3    33.1      3777.6  100.376093  41.325398      0
  898.682       9.5    638.9    33.0      3784.0  100.376154  41.325388      0
  899.650       9.5    638.4    32.9      3790.6  100.376230  41.325398      0
  900.617       9.4    638.0    32.9      3797.8  100.376291  41.325432      0
  901.584       9.3    637.4    33.0      3804.0  100.376339  41.325469      0
  902.551       9.3    636.9    32.8      3812.0  100.376387  41.325493      0
  903.518       9.2    636.2    33.4      3820.7  100.376455  41.325493      0
  904.486       9.1    635.9    33.0      3827.3  100.376544  41.325469      0
  905.453       9.1    635.6    33.0      3831.7  100.376646  41.325428      0
  906.420       9.0    635.1    33.1      3837.2  100.376728  41.325374      0
  907.387       9.0    634.9    33.0      3842.3  100.376776  41.325323      0
  908.339       9.1    634.6    33.2      3845.7  100.376817  41.325285      0
  909.322       9.1    634.2    33.3      3851.3  100.376837  41.325282      0
  910.273       9.0    633.8    33.3      3856.0  100.376872  41.325309      0
  911.240       8.9    633.3    33.6      3862.3  100.376919  41.325360      0
  912.208       8.7    633.0    33.6      3868.7  100.376988  41.325401      0
  913.175       8.8    632.7    33.5      3872.1  100.377070  41.325425      0
  914.158       8.8    632.4    33.6      3874.9  100.377165  41.325442      0
  915.076       8.7    631.7    33.7      3884.6  100.377350  41.325476      0
  916.044       8.7    631.3    33.6      3890.7  100.377404  41.325490      0
  917.011       8.7    630.8    33.9      3896.9  100.377418  41.325500      0
  918.978       8.6    630.5    33.9      3902.6  100.377445  41.325521      0
  919.945       8.5    630.0    34.0      3902.6  100.377445  41.325521      0
  920.912       8.5    629.6    34.1      3908.0  100.377486  41.325555      0
  921.880       8.5    629.2    34.3      3914.5  100.377555  41.325579      0
  922.847       8.5    628.8    34.3      3920.0  100.377650  41.325592      0
  923.814       8.4    628.4    34.5      3924.5  100.377759  41.325586      0
  924.766       8.3    627.9    34.6      3929.8  100.377862  41.325541      0
  925.748       8.2    627.7    34.7      3935.5  100.377923  41.325490      0
  926.700       8.2    627.4    34.8      3939.7  100.377958  41.325439      0
  927.667       8.1    626.9    34.8      3945.3  100.377992  41.325384      0
  928.634       8.0    626.4    34.8      3952.4  100.378046  41.325364      0
  929.617       7.9    625.9    34.9      3959.2  100.378101  41.325370      0
  930.569       7.8    625.3    35.5      3966.0  100.378169  41.325398      0
  931.536       7.7    624.7    35.6      3973.8  100.378210  41.325425      0
  932.503       7.9    624.4    35.5      3980.7  100.378251  41.325432      0
  933.470       7.9    624.0    35.7      3985.9  100.378306  41.325415      0
  934.438       7.9    623.6    35.6      3995.1  100.378388  41.325384      0
  935.405       7.7    623.2    35.8      3999.2  100.378497  41.325353      0
  936.372       7.7    622.8    35.9      4002.8  100.378579  41.325336      0
  937.339       7.6    622.3    36.0      4009.8  100.378647  41.325343      0
  938.306       7.5    621.8    36.2      4016.1  100.378688  41.325360      0
  939.258       7.4    621.4    36.2      4022.1  100.378695  41.325381      0
  940.241       7.3    620.8    36.2      4034.6  100.378709  41.325360      0
  941.192       7.3    620.4    36.5      4038.1  100.378716  41.325350      0
  942.175       7.2    619.9    36.6      4049.3  100.378770  41.325306      0
  943.127       7.1    619.5    36.5      4056.2  100.378866  41.325275      0
  944.061       7.0    618.6    36.8      4070.1  100.379050  41.325323      0
  945.028       6.9    618.1    37.1      4074.7  100.379105  41.325370      0
  946.996       6.8    617.8    37.0      4079.6  100.379139  41.325398      0
  947.963       6.8    617.4    37.5      4079.6  100.379139  41.325398      0
  948.930       6.7    616.7    37.6      4083.9  100.379160  41.325394      0
  949.897      15.2      0.0    62.4      4090.3  100.379153  41.325367      0
  950.864       6.5    615.7    37.9      4097.4  100.379167  41.325326      0
  951.832       6.6    615.2    37.9      4100.4  100.379167  41.325285      0
  952.799       6.7    614.9    38.3      4108.3  100.379248  41.325247      0
  953.750       6.7    614.4    38.6      4112.5  100.379337  41.325234      0
  954.733       6.6    614.0    38.7      4119.2  100.379453  41.325251      0
  955.685       6.6    613.6    39.2      4125.8  100.379569  41.325268      0
  956.668       6.7    613.2    39.6      4131.8  100.379624  41.325295      0
  957.635       6.6    612.6    39.4      4136.5  100.379672  41.325292      0
  958.586       6.1    612.1    40.1      4145.4  100.379638  41.325326      0
  959.569       5.8    611.8    40.2      4150.6  100.379651  41.325326      0
  960.521       5.7    611.3    40.6      4155.1  100.379686  41.325340      0
  961.488       5.7    610.8    40.9      4163.0  100.379774  41.325353      0
  962.455       5.7    610.3    41.0      4170.8  100.379897  41.325377      0
  963.422       5.9    609.9    40.9      4176.3  100.380027  41.325394      0
  964.390       5.9    609.3    41.0      4185.7  100.380082  41.325428      0
  965.357       6.0    608.8    41.2      4193.1  100.380102  41.325452      0
  966.324       5.9    608.5    41.2      4189.7  100.380136  41.325469      0
  967.291       5.8    608.0    41.1      4196.7  100.380157  41.325459      0
  968.259       5.7    607.6    41.3      4200.4  100.380212  41.325449      0
  969.226       5.7    607.0    41.8      4206.9  100.380280  41.325422      0
  970.193       5.6    606.7    41.7      4213.6  100.380355  41.325405      0
  971.145       5.5    606.2    42.2      4222.5  100.380416  41.325401      0
  972.127       5.4    605.7    42.5      4230.6  100.380485  41.325425      0
  973.062       5.0    604.4    42.6      4247.1  100.380690  41.325500      0
  974.013       4.8    603.8    42.1      4256.4  100.380826  41.325514      0
  975.981       4.9    603.2    42.5      4265.1  100.380956  41.325504      0
  976.948       5.0    602.8    42.9      4265.1  100.380956  41.325504      0
  977.915       5.0    602.2    42.9      4269.8  100.381058  41.325476      0
  978.882       4.7    601.7    43.1      4276.4  100.381120  41.325428      0
  979.849       4.6    601.3    43.5      4283.0  100.604959  41.325370      0
  980.817       4.5    600.8    43.7      4288.2  100.381175  41.325326      0
  981.784       4.6    600.3    44.0      4295.3  100.381216  41.325309      0
  982.751       4.8    599.8    44.2      4302.9  100.381277  41.325326      0
  983.718       4.8    599.3    44.3      4310.3  100.381352  41.325364      0
  984.685       4.5    598.8    44.7      4316.7  100.381461  41.325394      0
  985.653       4.4    598.2    44.8      4323.9  100.381591  41.325422      0
  986.620       4.4    945.5    44.9      4331.8  100.381707  41.325418      0
  987.571       4.4    597.0    45.4      4339.4  100.381789  41.325384      0
  988.554       4.4    596.6    45.5      4347.1  100.381837  41.325333      0
  989.506       4.2    596.1    45.6      4353.0  100.381858  41.325282      0
  990.473       4.1    595.7    46.1      4360.4  100.381905  41.325230      0
  991.456       4.1    595.0    46.2      4368.7  100.381974  41.325210      0
  992.407       4.2    594.4    46.3      4376.9  100.382069  41.325220      0
  993.375       4.2    593.9    46.7      4485.0  100.382158  41.325224      0
  994.342       3.9    593.3    46.9      4390.2  100.382233  41.325254      0
  995.309       3.7    592.7    47.0      4401.3  100.382247  41.325319      0
  996.276       3.5    592.2    47.2      4412.4  100.382267  41.325326      0
  997.243       3.4    591.6    47.3      4418.4  100.382302  41.325299      0
  998.211       3.5    591.1    47.7      4421.0  100.382349  41.325254      0
  999.178       3.5    590.6    47.8      4425.8  100.382431  41.325183      0
 1000.145       3.5    590.2    48.0      4424.0  100.382493  41.325135      0
 1001.079       3.1    589.3    48.6      4444.8  100.382588  41.325002      0
 1002.047       3.0    588.7    48.6      4452.8  100.382623  41.324964      0
 1003.014       3.2    588.3    48.9      4460.5  100.382691  41.324947      0
 1004.965       3.1    587.7    48.8      4468.5  100.382787  41.324944      0
 1005.964       3.1    587.3    49.0      4468.5  100.382787  41.324944      0
 1006.915       2.8    586.8    48.9      4474.8  100.382923  41.324937      0
 1007.867       3.0    586.4    49.0      4483.1  100.383067  41.324930      0
 1008.834       3.0    585.9    49.1      4488.5  100.383203  41.324930      0
 1009.801       2.8    585.4    49.0      4496.6  100.383292  41.324944      0
 1010.769       2.7    585.0    48.9      4503.4  100.383333  41.324978      0
 1011.736       2.7    584.7    49.0      4504.8  100.383367  41.325022      0
 1012.703       2.8    584.4    48.9      4509.7  100.383415  41.325036      0
 1013.670       2.7    584.1    49.0      4514.3  100.383490  41.325039      0
 1014.637       2.6    583.8    48.9      4518.8  100.383613  41.325026      0
 1015.605       2.5    583.7    48.9      4521.4  100.383736  41.325005      0
 1016.572       2.5    583.3    48.9      4527.1  100.383825  41.324978      0
 1017.539       2.5    583.1    48.8      4532.2  100.383866  41.324967      0
 1018.506       2.5    582.8    48.6      4536.8  100.383900  41.324967      0
 1019.473       2.5    582.5    48.3      4540.7  100.383948  41.324978      0
 1020.425       2.4    582.3    48.4      4545.4  100.384030  41.325005      0
 1021.408       2.3    582.1    48.3      4548.2  100.384125  41.325043      0
 1022.359       2.3    581.8    47.9      4552.8  100.384207  41.325073      0
 1023.327       2.4    581.6    47.6      4556.5  100.384269  41.325094      0
 1024.309       2.4    581.5    47.9      4558.0  100.384303  41.325104      0
 1025.261       2.3    581.2    48.2      4562.2  100.384316  41.325118      0
 1026.244       2.2    581.0    48.1      4566.5  100.384344  41.325131      0
 1027.195       2.2    580.7    48.3      4570.3  100.384392  41.325142      0
 1028.163       2.2    580.5    47.9      4573.7  100.384453  41.325128      0
 1029.130       2.1    580.2    48.4      4577.3  100.384521  41.325097      0
 1030.064       2.0    579.6    48.8      4585.4  100.384672  41.325070      0
 1031.031       1.9    579.4    49.0      4590.0  100.384740  41.325087      0
 1032.999       1.9    579.1    50.1      4593.5  100.384801  41.325101      0
 1033.966       1.8    578.7    50.5      4598.7  100.384870  41.325094      0
 1034.933       1.7    578.4    51.2      4598.7  100.384870  41.325094      0
 1035.900       1.7    578.0    51.4      4605.0  100.384945  41.325066      0
 1036.867       1.7    577.7    51.6      4609.0  100.385013  41.325029      0
 1037.819       1.6    577.3    51.7      4613.0  100.385061  41.324988      0
 1038.833       1.6    577.2    51.6      4617.5  100.385081  41.324978      0
 1039.753       1.6    577.0    51.9      4620.9  100.385088  41.324988      0
 1040.721       1.6    576.8    51.6      4622.6  100.385102  41.325015      0
 1041.703       1.5    576.5    51.1      4625.4  100.385136  41.325066      0
 1042.655       1.4    576.1    50.3      4630.2  100.385198  41.325125      0
 1043.622       1.4    575.9    50.7      4635.5  100.385280  41.325162      0
 1044.589       1.5    575.6    49.8      4638.5  100.385355  41.325186      0
 1045.557       1.5    575.3    48.9      4644.3  100.385396  41.325189      0
 1046.524       1.5    574.8    48.9      4650.0  100.385402  41.325193      0
 1047.491       1.4    574.4    50.0      4655.6  100.385396  41.325166      0
 1048.458       1.3    574.1    51.4      4661.2  100.385409  41.325118      0
 1049.425       1.3    573.8    52.2      4664.5  100.385437  41.325049      0
 1050.393       1.5    573.4    52.7      4671.3  100.385484  41.324998      0
 1051.360       1.3    572.9    53.2      4677.0  100.385580  41.324988      0
 1052.327       1.0    572.5    53.7      4683.7  100.385676  41.325005      0
 1053.279       0.8    572.0    54.4      4690.0  100.385778  41.325032      0
 1054.261       0.9    571.5    54.7      4698.4  100.385901  41.325053      0
 1055.229       0.7    571.0    55.4      4706.8  100.386017  41.325066      0
 1056.180       0.8    570.6    56.0      4711.4  100.386133  41.325073      0
 1057.163       1.1    570.4    56.4      4716.6  100.386236  41.325090      0
 1058.082       1.0    569.8    57.1      4723.6  100.386488  41.325121      0
 1059.049       0.8    569.5    57.4      4729.0  100.386632  41.325107      0
 1060.063       0.5    569.2    57.8      4733.4  100.386755  41.325080      0
 1061.983       0.4    568.9    58.0      4736.4  100.386844  41.325053      0
 1062.951       0.6    568.7    58.4      4736.4  100.386844  41.325053      0
 1063.918       0.4    568.3    58.5      4740.5  100.386891  41.325036      0
 1064.885       0.0    567.9    58.9      4744.0  100.386926  41.325043      0
 1065.852     -11.2    567.5    59.0      4750.2  100.386960  41.325066      0
 1066.819      -0.1    567.1    59.5      4755.3  100.387035  41.325094      0
 1068.754       0.3    566.6    59.9      4761.9  100.387288  41.325135      0
 1069.721       0.1    566.2    60.0      4766.3  100.387452  41.332149      0
 1070.673       0.0    565.9    59.5      4771.7  100.387595  41.325189      0
 1071.655       0.2    565.5    59.6      4778.0  100.387697  41.325213      0
 1073.574      -0.1    564.8    56.9      4791.4  100.387766  41.325230      0
 1074.557      -0.3    564.4    56.5      4794.9  100.387786  41.325234      0
 1075.509      -0.4    563.9    56.9      4799.8  100.387827  41.325254      0
 1076.476      -0.4    563.7    58.0      4805.2  100.387909  41.325268      0
 1077.443      -0.2    564.0    58.4      4810.2  100.388046  41.325268      0
 1078.410      -0.3    562.8    59.9      4815.5  100.388210  41.325254      0
 1079.378      -0.4    562.6    58.8      4818.5  100.388380  41.325220      0
 1080.345      -0.5    562.5    59.6      4823.4  100.388544  41.325193      0
 1081.328      -0.5    561.9    60.1      4830.7  100.388660  41.325196      0
 1082.279      -0.2    561.5    59.9      4839.0  100.388729  41.325217      0
 1083.246      -0.3    561.1    59.9      4843.9  100.388763  41.325241      0
 1084.214      -0.6    560.9    60.0      4845.8  100.388790  41.325261      0
 1085.181      -0.8    560.6    60.7      4849.7  100.388824  41.325299      0
 1086.148      -1.0    560.1    61.5      4854.4  100.388872  41.325347      0
 1087.082      -1.1    559.4    62.5      4865.8  100.389043  41.325418      0
 1088.050      -0.9    559.0    60.0      4872.1  100.389145  41.325408      0
 1089.001      -0.8    558.6    58.6      4877.7  100.389214  41.325364      0
 1090.984      -0.6    558.4    54.9      4882.2  100.389255  41.325316      0
 1091.951      -0.6    557.9    51.7      4882.2  100.389255  41.325316      0
 1092.903      -0.6    557.4    50.1      4888.8  100.389262  41.325282      0
 1093.886      -0.7    556.9    48.8      4895.4  100.389262  41.325275      0
 1094.837      -0.8    556.5    47.6      4901.2  100.389268  41.325278      0
 1095.804      -0.7    556.1    46.8      4908.6  100.389316  41.325275      0
 1096.772      -0.6    555.6    45.6      4914.3  100.389391  41.325258      0
 1097.739      -0.4    555.3    44.7      4919.5  100.389480  41.325217      0
 1098.706      -0.3    554.9    44.0      4924.6  100.389569  41.325155      0
 1099.673      -0.3    554.5    43.2      4931.1  100.389651  41.325084      0
 1100.640      -0.3    554.1    42.9      4935.9  100.389733  41.325032      0
 1101.654      -0.3    553.8    42.6      4943.6  100.389842  41.325008      0
 1102.575      -0.3    553.2    42.2      4950.1  100.389931  41.325005      0
 1103.542      -0.6    552.8    42.1      4955.4  100.390033  41.325026      0
 1104.509      -0.7    552.5    42.0      4961.8  100.390108  41.325063      0
 1105.476      -0.9    551.9    42.0      4968.2  100.390163  41.325104      0
 1106.444      -1.0    551.4    42.0      4980.6  100.390163  41.325145      0
 1107.411      -1.1    550.9    42.3      4988.1  100.390163  41.325138      0
 1108.378      -1.1    550.3    42.1      4993.5  100.390184  41.325097      0
 1109.345      -1.1    550.0    42.3      4998.6  100.390245  41.325039      0
 1110.312      -0.9    549.6    42.3      5004.8  100.390320  41.324998      0
 1111.264      -0.8    549.2    42.5      5011.0  100.390395  41.324957      0
 1112.247      -0.8    548.7    42.5      5012.5  100.390429  41.324947      0
 1113.214      -0.9    548.1    42.5      5023.3  100.390470  41.324920      0
 1114.181      -1.0    547.6    42.5      5029.3  100.390498  41.324899      0
 1115.148      -1.0    547.1    42.4      5034.8  100.390546  41.324885      0
 1116.067      -1.2    546.3    42.4      5046.0  100.390757  41.324865      0
 1117.034      -1.3    545.8    42.4      5054.1  100.390894  41.324862      0
 1118.002      -1.2    545.5    42.4      5065.3  100.391003  41.324868      0
 1119.984      -1.2    545.2    42.7      5071.7  100.391092  41.324909      0
 1120.936      -1.4    544.6    42.9      5071.7  100.391092  41.324909      0
 1121.903      -1.6    544.2    43.1      5078.4  100.391119  41.324944      0
 1122.870      -1.9    543.6    43.2      5087.2  100.391133  41.324967      0
 1123.838      -2.1    543.0    43.7      5094.6  100.391126  41.324978      0
 1124.805      -2.3    542.4    43.7      5102.3  100.391133  41.324978      0
 1125.772      -2.3    541.8    44.3      5112.2  100.391160  41.324974      0
 1126.739      -2.2    541.3    44.8      5121.0  100.391215  41.324964      0
 1127.706      -2.3    540.8    44.8      5126.7  100.391311  41.324944      0
 1128.674      -2.2    540.4    44.9      5133.4  100.391399  41.324906      0
 1129.625      -2.1    540.0    45.0      5139.0  100.391468  41.324855      0
 1130.608      -2.1    539.5    45.1      5146.6  100.391502  41.324824      0
 1131.575      -2.3    539.0    45.1      5152.8  100.391509  41.324814      0
 1132.527      -2.6    538.6    45.3      5159.9  100.391515  41.324834      0
 1133.494      -2.8    538.1    45.3      5166.3  100.391529  41.324855      0
 1134.461      -2.7    537.7    45.8      5172.8  100.391543  41.324855      0
 1135.428      -2.6    537.3    45.8      5179.7  100.391577  41.324824      0
 1136.396      -2.8    537.0    46.1      5183.1  100.391618  41.324786      0
 1137.363      -2.9    536.3    46.4      5192.2  100.391693  41.324708      0
 1138.330      -3.1    535.9    46.4      5201.5  100.391796  41.324646      0
 1139.297      -3.2    535.4    46.6      5205.4  100.391891  41.324629      0
 1140.264      -3.1    534.8    46.8      5214.5  100.392007  41.324629      0
